vehicle,split,feature,mean,std
01241225220,val,mod_avg_temp,0.0,0.0
01241225220,val,mod_max_temp,29.978968102681407,5.160502764369334
01241225220,val,mod_min_temp,27.846962765281486,5.6321380645725485
01241225220,val,batt_internal_temp,0.0,0.0
01241225220,val,ext_temp,19.074660058457237,9.03198191665242
01241225220,val,int_temp,29.613387978142075,4.775654164859044
01241225220,val,cell_volt_dispersion,0.0001976108781293684,0.0022146229333032744
01241225220,val,max_cell_volt,3.876639979667048,0.17794854672617214
01241225220,val,min_cell_volt,3.8702204854492313,0.17751192510084987
01241225220,val,odometer,56996.79527258864,16763.03014915753
01241225220,val,chrg_cnt,76.20456856017283,44.87498893268954
01241225220,val,cumul_energy_chrgd,2779.507338924895,1721.462901142421
01241225220,val,cumul_pw_chrgd,17745.157542254416,5109.913863998027
01241225220,val,insul_resistance,2999.9164125047655,6.309419263861097
01241225220,val,sub_batt_volt,13.64263883593849,0.21870471591914153
01241225220,val,soh,96.71805184902784,1.383201417616402
01241225220,test,soc,63.21363217587445,20.654685440361376
01241225220,test,socd,65.08985926231851,21.311670607330996
01241225220,test,pack_volt,349.67208120214764,15.411238195123662
01241225220,test,pack_current,-48.00390729739174,48.39079392113624
01241225220,test,batt_pw,0.0,0.0
01241225220,test,mod_avg_temp,0.0,0.0
01241225220,test,mod_max_temp,29.303014899768083,5.793179641269349
01241225220,test,mod_min_temp,26.590494646885027,6.374604201563921
01241225220,test,batt_internal_temp,0.0,0.0
01241225220,test,ext_temp,17.256758903326237,10.18486338619369
01241225220,test,int_temp,29.2146329065667,6.485009009276813
01241225220,test,cell_volt_dispersion,0.0007827937859389395,0.003878606390269741
01241225220,test,max_cell_volt,3.880104838453474,0.17140883993085046
01241225220,test,min_cell_volt,3.872520252883058,0.17107775923763158
01241225220,test,odometer,54775.58312418591,19644.825829017962
01241225220,test,chrg_cnt,71.29338882358547,51.25575374878933
01241225220,test,cumul_energy_chrgd,2614.790196016139,1958.249496471922
01241225220,test,cumul_pw_chrgd,17075.859211487754,5984.555923245397
01241225220,test,insul_resistance,2999.964767925787,3.67293705765371
01241225220,test,sub_batt_volt,13.622867490548654,0.18369486704283294
01241225220,test,soh,97.08496997807923,1.5897070843633885
01241225226,train,soc,56.69850695622667,18.14913664796338
01241225226,train,socd,58.35948422124194,18.727289421690408
01241225226,train,pack_volt,345.441309806583,12.029938854917045
01241225226,train,pack_current,-87.7655106888361,22.685972644067718
01241225226,train,batt_pw,0.0,0.0
01241225226,train,mod_avg_temp,0.0,0.0
01241225226,train,mod_max_temp,24.349575839837122,8.19325230837503
01241225226,train,mod_min_temp,22.706956226671192,8.24322566984086
01241225226,train,batt_internal_temp,0.0,0.0
01241225226,train,ext_temp,16.471394638615543,11.620625485154669
01241225226,train,int_temp,26.23725822870716,11.001790842389235
01241225226,train,cell_volt_dispersion,0.0001832371903630811,0.001905627032643156
01241225226,train,max_cell_volt,3.833957244655582,0.1336717566559834
01241225226,train,min_cell_volt,3.824618934509671,0.13310536362315598
01241225226,train,odometer,21950.44737020699,4431.938108630719
01241225226,train,chrg_cnt,9.265829657278589,1.3035787588756627
01241225226,train,cumul_energy_chrgd,123.50906006107907,1.4392013154351766
01241225226,train,cumul_pw_chrgd,5840.670749915168,1198.8294954623557
01241225226,train,insul_resistance,3000.0,0.0
01241225226,train,sub_batt_volt,14.389005768578212,0.4800385525973431
01241225226,train,soh,92.52380047505937,0.8734039593866869
01241225226,val,soc,59.43144395186827,18.618286993829457
01241225226,val,socd,61.1820772640912,19.213204577756024
01241225226,val,pack_volt,347.81089297023425,12.452375481872298
01241225226,val,pack_current,-85.99883787207092,31.224879532459287
01241225226,val,batt_pw,0.0,0.0
01241225226,val,mod_avg_temp,0.0,0.0
01241225226,val,mod_max_temp,21.60006333122229,10.149435869038204
01241225226,val,mod_min_temp,19.73084230525649,10.36375497372255
01241225226,val,batt_internal_temp,0.0,0.0
01241225226,val,ext_temp,12.69094363521216,13.105144359193998
01241225226,val,int_temp,20.928752374920837,13.079699761897205
01241225226,val,cell_volt_dispersion,1.266624445851805e-05,0.0005032341869217651
01241225226,val,max_cell_volt,3.86059531348955,0.1384218953032624
01241225226,val,min_cell_volt,3.850563647878404,0.137649848323042
01241225226,val,odometer,21553.719442685244,4762.722249211213
01241225226,val,chrg_cnt,9.094046865104497,1.2469878920814634
01241225226,val,cumul_energy_chrgd,123.35940468651044,1.421259872959272
01241225226,val,cumul_pw_chrgd,5732.649778340722,1286.0893118691888
01241225226,val,insul_resistance,3000.0,0.0
01241225226,val,sub_batt_volt,14.483850538315387,0.4200383021941348
01241225226,val,soh,92.62276757441421,0.6529320365442162
01241225226,test,soc,59.64819506016466,18.367540200303623
01241225226,test,socd,61.40911969601013,18.953086450920782
01241225226,test,pack_volt,346.9813489550349,12.244169763878164
01241225226,test,pack_current,-74.38523115896136,37.26325614248698
01241225226,test,batt_pw,0.0,0.0
01241225226,test,mod_avg_temp,0.0,0.0
01241225226,test,mod_max_temp,25.183027232425587,7.349594406131527
01241225226,test,mod_min_temp,23.752691576947434,7.538515865291385
01241225226,test,batt_internal_temp,0.0,0.0
01241225226,test,ext_temp,20.91291956934769,9.826158466378871
01241225226,test,int_temp,31.974667511082963,10.00899141861419
01241225226,test,cell_volt_dispersion,0.0,0.0
01241225226,test,max_cell_volt,3.8502153261557948,0.13595595158844617
01241225226,test,min_cell_volt,3.8418366054464848,0.1357079394043013
01241225226,test,odometer,23783.130145661813,4916.347558660953
01241225226,test,chrg_cnt,9.819189360354654,1.558667625096841
01241225226,test,cumul_energy_chrgd,126.39107029765674,6.448844243390656
01241225226,test,cumul_pw_chrgd,6330.389455351487,1306.6108751991708
01241225226,test,insul_resistance,3000.0,0.0
01241225226,test,sub_batt_volt,14.49433185560481,0.4078142873186109
01241225226,test,soh,92.3769474350855,0.7677705246257333
