time_index,y_true,y_pred,residual,absolute_error
118,98.5,98.27176,-0.22823999999999955,0.22824097
119,98.5,98.271645,-0.22835499999999342,0.22835541
120,98.5,98.27152,-0.22848000000000468,0.22847748
121,98.5,98.2721,-0.22790000000000532,0.22789764
122,98.5,98.27249,-0.22750999999999522,0.22750854
123,98.5,98.27264,-0.22736000000000445,0.22736359
124,98.5,98.27278,-0.22722000000000264,0.22721863
125,98.5,98.2727,-0.2272999999999996,0.22730255
126,98.5,98.2727,-0.2272999999999996,0.22730255
127,98.5,98.27265,-0.22735000000000127,0.22734833
128,98.5,98.27269,-0.2273100000000028,0.22731018
129,98.5,98.27294,-0.2270599999999945,0.22705841
130,98.5,98.27315,-0.22684999999999889,0.22685242
131,98.5,98.27306,-0.22693999999999903,0.22693634
132,98.5,98.27332,-0.22668000000000177,0.22667694
133,98.5,98.273315,-0.22668500000000336,0.22668457
134,98.5,98.27301,-0.2269900000000007,0.22698975
135,98.5,98.272964,-0.22703599999999824,0.22703552
136,98.5,98.27296,-0.22704000000000235,0.22704315
137,98.5,98.27336,-0.22664000000000328,0.2266388
138,98.5,98.27356,-0.22643999999999664,0.22644043
139,98.5,98.273254,-0.22674600000000567,0.2267456
140,98.5,98.27327,-0.22673000000000343,0.22673035
141,98.5,98.273254,-0.22674600000000567,0.2267456
142,98.5,98.27288,-0.22711999999999932,0.22711945
143,98.5,98.272934,-0.22706599999999355,0.22706604
144,98.5,98.27297,-0.22702999999999918,0.2270279
145,98.5,98.27347,-0.2265299999999968,0.22653198
146,98.5,98.273735,-0.22626499999999794,0.22626495
147,98.5,98.27344,-0.2265600000000063,0.2265625
148,98.5,98.27339,-0.22660999999999376,0.22660828
149,98.5,98.27323,-0.22677000000000191,0.2267685
150,98.5,98.27334,-0.22665999999999542,0.22666168
151,98.5,98.27321,-0.22678999999999405,0.22679138
152,98.5,98.27301,-0.2269900000000007,0.22698975
153,98.5,98.27347,-0.2265299999999968,0.22653198
154,98.5,98.2741,-0.22589999999999577,0.22589874
155,98.5,98.273895,-0.226105000000004,0.22610474
156,98.5,98.27377,-0.22623000000000104,0.2262268
157,98.5,98.27414,-0.22585999999999729,0.2258606
158,98.5,98.27428,-0.22571999999999548,0.22572327
159,98.5,98.27435,-0.22565000000000168,0.22564697
160,98.5,98.274475,-0.22552500000000464,0.2255249
161,98.5,98.27479,-0.22521000000000413,0.2252121
162,98.5,98.27517,-0.2248299999999972,0.22483063
163,98.5,98.275314,-0.2246860000000055,0.22468567
164,98.5,98.27538,-0.2246200000000016,0.224617
165,98.5,98.27528,-0.22472000000000492,0.22471619
166,98.5,98.27536,-0.22463999999999373,0.2246399
167,98.5,98.275475,-0.22452499999999986,0.22452545
168,98.5,98.275665,-0.2243349999999964,0.22433472
169,98.5,98.27601,-0.22399000000000058,0.2239914
170,98.5,98.2762,-0.2237999999999971,0.22380066
171,98.5,98.2762,-0.2237999999999971,0.22380066
172,98.5,98.27629,-0.22370999999999697,0.2237091
173,98.5,98.27621,-0.22378999999999394,0.22379303
174,98.5,98.27631,-0.22369000000000483,0.22368622
175,98.5,98.27638,-0.22361999999999682,0.22361755
176,98.5,98.276535,-0.22346500000000447,0.22346497
177,98.5,98.27727,-0.22272999999999854,0.22273254
178,98.5,98.277405,-0.22259499999999832,0.22259521
179,98.5,98.27716,-0.22284000000000503,0.22283936
180,98.5,98.27707,-0.22293000000000518,0.22293091
181,98.5,98.277405,-0.22259499999999832,0.22259521
182,98.5,98.27743,-0.2225700000000046,0.22257233
183,98.5,98.2775,-0.2224999999999966,0.22250366
184,98.5,98.27778,-0.22221999999999298,0.22222137
185,98.5,98.27867,-0.2213299999999947,0.22132874
186,98.5,98.27905,-0.22095000000000198,0.22094727
187,98.5,98.27859,-0.22141000000000588,0.22141266
188,98.5,98.27849,-0.221509999999995,0.22151184
189,98.5,98.27816,-0.22184000000000026,0.2218399
190,98.5,98.27828,-0.2217200000000048,0.22171783
191,98.5,98.278366,-0.22163399999999456,0.22163391
192,98.5,98.2786,-0.2214000000000027,0.2213974
193,98.5,98.278915,-0.2210850000000022,0.2210846
194,98.5,98.27909,-0.2209100000000035,0.22090912
195,98.5,98.27895,-0.2210500000000053,0.22104645
196,98.5,98.278694,-0.22130599999999845,0.22130585
197,98.5,98.27824,-0.2217600000000033,0.22176361
198,98.5,98.27817,-0.22182999999999709,0.22183228
199,98.5,98.27822,-0.22177999999999543,0.22177887
200,98.5,98.27831,-0.22168999999999528,0.22168732
201,98.5,98.27919,-0.22081000000000017,0.22080994
202,98.5,98.279076,-0.22092399999999657,0.22092438
203,98.5,98.27927,-0.2207300000000032,0.22073364
204,98.5,98.27929,-0.22070999999999685,0.22071075
205,98.5,98.27933,-0.22066999999999837,0.2206726
206,98.5,98.27928,-0.22072000000000003,0.22071838
207,98.5,98.27946,-0.22053999999999974,0.22054291
208,98.5,98.27976,-0.220240000000004,0.22023773
209,98.5,98.28044,-0.2195600000000013,0.21955872
210,98.5,98.28047,-0.219530000000006,0.2195282
211,98.5,98.28035,-0.21965000000000146,0.21965027
212,98.5,98.280556,-0.21944399999999575,0.21944427
213,98.5,98.28065,-0.2193500000000057,0.21935272
214,98.5,98.28094,-0.21905999999999892,0.2190628
215,98.5,98.28137,-0.21863000000000454,0.21862793
216,98.5,98.281624,-0.21837600000000634,0.21837616
217,98.5,98.282295,-0.21770499999999515,0.21770477
218,98.5,98.28201,-0.21799000000000035,0.21798706
219,98.5,98.28205,-0.21795000000000186,0.21794891
220,98.5,98.281845,-0.21815499999999588,0.2181549
221,98.5,98.282005,-0.21799500000000194,0.21799469
222,98.5,98.282005,-0.21799500000000194,0.21799469
223,98.5,98.28249,-0.2175100000000043,0.21750641
224,98.5,98.2829,-0.21710000000000207,0.21710205
225,98.5,98.28371,-0.21629000000000076,0.21629333
226,98.5,98.283905,-0.2160949999999957,0.21609497
227,98.5,98.28338,-0.21662000000000603,0.2166214
228,98.5,98.283165,-0.21683500000000322,0.21683502
229,98.5,98.28275,-0.21725000000000705,0.21724701
230,98.5,98.28251,-0.21748999999999796,0.21749115
231,98.5,98.28299,-0.21701000000000192,0.2170105
232,98.5,98.28328,-0.21671999999999514,0.21672058
233,98.5,98.28409,-0.21590999999999383,0.21591187
234,98.5,98.28445,-0.21554999999999325,0.21555328
235,98.5,98.284355,-0.21564499999999498,0.21564484
236,98.5,98.2843,-0.21569999999999823,0.21569824
237,98.5,98.28402,-0.21598000000000184,0.21598053
238,98.5,98.283936,-0.21606400000000292,0.21606445
239,98.5,98.28418,-0.21581999999999368,0.21582031
240,98.5,98.284645,-0.2153550000000024,0.21535492
241,98.5,98.28531,-0.2146900000000045,0.21469116
242,98.5,98.2857,-0.21429999999999438,0.21430206
243,98.5,98.285706,-0.21429399999999532,0.21429443
244,98.5,98.2857,-0.21429999999999438,0.21430206
245,98.5,98.285706,-0.21429399999999532,0.21429443
246,98.5,98.2855,-0.21450000000000102,0.21450043
247,98.5,98.28571,-0.21429000000000542,0.2142868
248,98.5,98.2861,-0.21389999999999532,0.2138977
249,98.5,98.28735,-0.21264999999999645,0.21264648
250,98.5,98.28725,-0.21274999999999977,0.2127533
251,98.5,98.28731,-0.21268999999999494,0.21269226
252,98.5,98.287254,-0.21274599999999566,0.21274567
253,98.5,98.28736,-0.21263999999999328,0.21263885
254,98.5,98.28789,-0.21210999999999558,0.21211243
255,98.5,98.28825,-0.211749999999995,0.21174622
256,98.5,98.28864,-0.2113599999999991,0.21135712
257,98.5,98.28984,-0.2101600000000019,0.2101593
258,98.5,98.28956,-0.2104400000000055,0.21044159
259,98.5,98.28964,-0.21035999999999433,0.21035767
260,98.5,98.289215,-0.21078500000000133,0.21078491
261,98.5,98.28948,-0.21052000000000248,0.21051788
262,98.5,98.28927,-0.21072999999999809,0.2107315
263,98.5,98.289764,-0.21023599999999476,0.2102356
264,98.5,98.289764,-0.21023599999999476,0.2102356
265,98.5,98.290405,-0.2095949999999931,0.20959473
266,98.5,98.29049,-0.20950999999999453,0.2095108
267,98.5,98.29047,-0.20953000000000088,0.20953369
268,98.5,98.29039,-0.20960999999999785,0.20960999
269,98.5,98.290695,-0.20930500000000052,0.20930481
270,98.5,98.29064,-0.20936000000000377,0.20935822
271,98.5,98.29059,-0.20941000000000543,0.20941162
272,98.5,98.29063,-0.20937000000000694,0.20937347
273,98.5,98.29083,-0.2091700000000003,0.20916748
274,98.5,98.29027,-0.2097299999999933,0.20973206
275,98.5,98.29013,-0.20986999999999512,0.20986938
276,98.5,98.28985,-0.21014999999999873,0.21015167
277,98.5,98.289795,-0.21020500000000197,0.21020508
278,98.5,98.28972,-0.21027999999999736,0.21028137
279,98.5,98.28963,-0.2103699999999975,0.21037292
280,98.5,98.28986,-0.21013999999999555,0.21013641
281,98.5,98.29056,-0.20944000000000074,0.20944214
282,98.5,98.290764,-0.2092360000000042,0.20923615
283,98.5,98.290955,-0.20904500000000326,0.20904541
284,98.5,98.2907,-0.20929999999999893,0.20929718
285,98.5,98.29092,-0.20908000000000015,0.20908356
286,98.5,98.29133,-0.2086699999999979,0.20867157
287,98.5,98.291695,-0.20830499999999574,0.20830536
288,98.5,98.291565,-0.20843499999999437,0.20843506
289,98.5,98.2921,-0.2078999999999951,0.207901
290,98.5,98.2922,-0.20780000000000598,0.20780182
291,98.5,98.2921,-0.2078999999999951,0.207901
292,98.5,98.29193,-0.20807000000000642,0.20806885
293,98.5,98.29207,-0.2079300000000046,0.20793152
294,98.5,98.29243,-0.20757000000000403,0.20757294
295,98.5,98.29276,-0.20723999999999876,0.20723724
296,98.5,98.29291,-0.20708999999999378,0.20709229
297,98.5,98.29326,-0.20673999999999637,0.20674133
298,98.5,98.29327,-0.2067299999999932,0.2067337
299,98.5,98.2931,-0.20690000000000452,0.20690155
300,98.5,98.29307,-0.20692999999999984,0.20693207
301,98.5,98.29297,-0.20703000000000316,0.20703125
302,98.5,98.29278,-0.20722000000000662,0.20722198
303,98.5,98.29321,-0.20678999999999803,0.20678711
304,98.5,98.29314,-0.20686000000000604,0.2068634
305,98.5,98.29373,-0.2062700000000035,0.20626831
306,98.5,98.29412,-0.2058799999999934,0.20587921
307,98.5,98.294044,-0.20595600000000047,0.2059555
308,98.5,98.29378,-0.20622000000000185,0.20622253
309,98.5,98.29411,-0.20588999999999658,0.20588684
310,98.5,98.29413,-0.20587000000000444,0.20587158
311,98.5,98.29442,-0.20557999999999765,0.20558167
312,98.5,98.29426,-0.2057400000000058,0.20574188
313,98.5,98.29506,-0.20493999999999346,0.2049408
314,98.5,98.295204,-0.20479600000000175,0.20479584
315,98.5,98.295334,-0.20466600000000312,0.20466614
316,98.5,98.2953,-0.20470000000000255,0.20469666
317,98.5,98.29556,-0.20444000000000528,0.20443726
318,98.5,98.29566,-0.20434000000000196,0.20433807
319,98.5,98.29582,-0.2041799999999938,0.20417786
320,98.5,98.29575,-0.20425000000000182,0.20424652
321,98.5,98.2962,-0.2038000000000011,0.20379639
322,98.5,98.29637,-0.20363000000000397,0.20362854
323,98.5,98.29645,-0.203550000000007,0.20355225
324,98.5,98.29616,-0.20383999999999958,0.20384216
325,98.5,98.29624,-0.2037600000000026,0.20375824
326,98.5,98.2964,-0.20359999999999445,0.20359802
327,98.5,98.29661,-0.20338999999999885,0.20339203
328,98.5,98.296684,-0.20331600000000094,0.20331573
329,98.5,98.29703,-0.20296999999999343,0.20297241
330,98.5,98.29738,-0.20261999999999603,0.20262146
331,98.5,98.2973,-0.202699999999993,0.20269775
332,98.5,98.29694,-0.20305999999999358,0.20305634
333,98.5,98.29719,-0.2028099999999995,0.2028122
334,98.5,98.297325,-0.20267499999999927,0.20267487
335,98.5,98.29767,-0.20233000000000345,0.20233154
336,98.5,98.29787,-0.2021299999999968,0.20213318
337,98.5,98.29808,-0.2019200000000012,0.20191956
338,98.5,98.297935,-0.2020650000000046,0.20206451
339,98.5,98.29842,-0.20158000000000698,0.20157623
340,98.5,98.29811,-0.2018900000000059,0.20188904
341,98.5,98.29848,-0.20152000000000214,0.20152283
342,98.5,98.2984,-0.2015999999999991,0.20159912
343,98.5,98.2989,-0.20109999999999673,0.20110321
344,98.5,98.298775,-0.20122499999999377,0.20122528
345,98.5,98.29905,-0.20095000000000596,0.20095062
346,98.5,98.299225,-0.20077499999999304,0.20077515
347,98.5,98.299225,-0.20077499999999304,0.20077515
348,98.5,98.29922,-0.20077999999999463,0.20078278
349,98.5,98.29966,-0.20033999999999708,0.20034027
350,98.5,98.29987,-0.20013000000000147,0.20012665
351,98.5,98.300095,-0.1999050000000011,0.1999054
352,98.5,98.29993,-0.20006999999999664,0.20007324
353,98.5,98.29998,-0.20001999999999498,0.20001984
354,98.5,98.30006,-0.199939999999998,0.19994354
355,98.5,98.300156,-0.1998439999999988,0.19984436
356,98.5,98.299965,-0.20003499999999974,0.2000351
357,98.5,98.30034,-0.1996599999999944,0.19966125
358,98.5,98.3002,-0.1997999999999962,0.19979858
359,98.5,98.300545,-0.19945500000000038,0.19945526
360,98.5,98.30016,-0.1998399999999947,0.19983673
361,98.5,98.30056,-0.19943999999999562,0.19944
362,98.5,98.300705,-0.19929500000000644,0.19929504
363,98.5,98.30139,-0.19861000000000217,0.1986084
364,98.5,98.30111,-0.19889000000000578,0.19889069
365,98.5,98.30121,-0.19879000000000246,0.1987915
366,98.5,98.30129,-0.1987100000000055,0.19870758
367,98.5,98.30127,-0.19872999999999763,0.19873047
368,98.5,98.301125,-0.19887500000000102,0.19887543
369,98.5,98.30096,-0.19903999999999655,0.19904327
370,98.5,98.301346,-0.19865400000000477,0.19865417
371,98.5,98.30174,-0.19826000000000477,0.19825745
372,98.5,98.30196,-0.198040000000006,0.1980362
373,98.5,98.302025,-0.19797499999999957,0.19797516
374,98.5,98.30246,-0.1975400000000036,0.19754028
375,98.5,98.30233,-0.19767000000000223,0.19766998
376,98.5,98.30243,-0.1975699999999989,0.1975708
377,98.5,98.30227,-0.19773000000000707,0.19773102
378,98.5,98.302345,-0.19765499999999747,0.19765472
379,98.5,98.302536,-0.19746399999999653,0.19746399
380,98.5,98.302345,-0.19765499999999747,0.19765472
381,98.5,98.30248,-0.19751999999999725,0.1975174
382,98.5,98.30275,-0.19724999999999682,0.19725037
383,98.5,98.3028,-0.19719999999999516,0.19719696
384,98.5,98.302956,-0.19704400000000533,0.19704437
385,98.5,98.30316,-0.19683999999999457,0.19683838
386,98.5,98.30291,-0.19709000000000287,0.19709015
387,98.5,98.30345,-0.196550000000002,0.19654846
388,98.5,98.303085,-0.19691500000000417,0.19691467
389,98.5,98.303185,-0.19681500000000085,0.19681549
390,98.5,98.303696,-0.1963039999999978,0.19630432
391,98.5,98.30396,-0.19603999999999644,0.19603729
392,98.5,98.30375,-0.19625000000000625,0.19625092
393,98.5,98.30379,-0.19620999999999356,0.19621277
394,98.5,98.303764,-0.19623599999999897,0.19623566
395,98.5,98.303795,-0.19620500000000618,0.19620514
396,98.5,98.303925,-0.19607499999999334,0.19607544
397,98.5,98.30366,-0.1963400000000064,0.19634247
398,98.5,98.30463,-0.19536999999999694,0.19537354
399,98.5,98.30464,-0.19535999999999376,0.19535828
400,98.5,98.30482,-0.19517999999999347,0.1951828
401,98.5,98.30513,-0.19486999999999455,0.19487
402,98.5,98.304985,-0.19501499999999794,0.19501495
403,98.5,98.3051,-0.19490000000000407,0.19490051
404,98.5,98.30518,-0.1948200000000071,0.19481659
405,98.5,98.30516,-0.19483999999999924,0.19483948
406,98.5,98.30538,-0.19462000000000046,0.19461823
407,98.5,98.305435,-0.1945649999999972,0.19456482
408,98.5,98.305885,-0.19411499999999648,0.19411469
409,98.5,98.305504,-0.1944960000000009,0.19449615
410,98.5,98.305916,-0.1940840000000037,0.19408417
411,98.5,98.30595,-0.19405000000000427,0.19405365
412,98.5,98.306145,-0.19385499999999922,0.19385529
413,98.5,98.30566,-0.19433999999999685,0.19434357
414,98.5,98.305695,-0.19430499999999995,0.19430542
415,98.5,98.30569,-0.19431000000000154,0.19431305
416,98.5,98.30574,-0.19425999999999988,0.19425964
417,98.5,98.3059,-0.19410000000000593,0.19409943
418,98.5,98.30546,-0.1945400000000035,0.19454193
419,98.5,98.30629,-0.19370999999999583,0.19371033
420,98.5,98.30659,-0.19341000000000008,0.19341278
421,98.5,98.30628,-0.193719999999999,0.19371796
422,98.5,98.30658,-0.19342000000000326,0.19342041
423,98.5,98.30652,-0.19347999999999388,0.19348145
424,98.5,98.30664,-0.19335999999999842,0.19335938
425,98.5,98.306595,-0.1934049999999985,0.19340515
426,98.5,98.306595,-0.1934049999999985,0.19340515
427,98.5,98.30656,-0.1934399999999954,0.1934433
428,98.5,98.30713,-0.1928699999999992,0.1928711
429,98.5,98.30678,-0.19321999999999662,0.19322205
430,98.5,98.307304,-0.19269599999999798,0.19269562
431,98.5,98.30725,-0.19275000000000375,0.19274902
432,98.5,98.30761,-0.19239000000000317,0.19239044
433,98.5,98.30747,-0.19253000000000497,0.19252777
434,98.5,98.30759,-0.1924099999999953,0.19241333
435,98.5,98.30799,-0.19200999999999624,0.19200897
436,98.5,98.30842,-0.19158000000000186,0.19158173
437,98.5,98.3081,-0.19190000000000396,0.19190216
438,98.5,98.308525,-0.19147499999999695,0.19147491
439,98.5,98.308426,-0.1915740000000028,0.1915741
440,98.5,98.30814,-0.19186000000000547,0.19185638
441,98.5,98.30822,-0.1917799999999943,0.19178009
442,98.5,98.30806,-0.19194000000000244,0.19194031
443,98.5,98.30867,-0.19132999999999356,0.19132996
444,98.5,98.30871,-0.19128999999999508,0.19129181
445,98.5,98.30832,-0.19168000000000518,0.19168091
446,98.5,98.308815,-0.19118500000000438,0.191185
447,98.5,98.30877,-0.19123000000000445,0.19123077
448,98.5,98.30885,-0.19114999999999327,0.19114685
449,98.5,98.30844,-0.1915599999999955,0.19155884
450,98.5,98.30869,-0.19131000000000142,0.19130707
451,98.5,98.30857,-0.19142999999999688,0.19142914
452,98.5,98.30907,-0.1909299999999945,0.19093323
453,98.5,98.30867,-0.19132999999999356,0.19132996
454,98.5,98.30897,-0.1910299999999978,0.19103241
455,98.5,98.309425,-0.1905749999999955,0.19057465
456,98.5,98.30987,-0.19012999999999636,0.19013214
457,98.5,98.309685,-0.19031499999999824,0.19031525
458,98.5,98.309525,-0.1904750000000064,0.19047546
459,98.5,98.30971,-0.1902900000000045,0.19029236
460,98.5,98.30986,-0.19013999999999953,0.19013977
461,98.5,98.309685,-0.19031499999999824,0.19031525
462,98.5,98.30984,-0.19016000000000588,0.19016266
463,98.5,98.31009,-0.18990999999999758,0.18991089
464,98.5,98.31023,-0.18976999999999578,0.18977356
465,98.5,98.31035,-0.18965000000000032,0.18965149
466,98.5,98.3106,-0.18940000000000623,0.18939972
467,98.5,98.31056,-0.18944000000000472,0.18943787
468,98.5,98.310646,-0.18935399999999447,0.18935394
469,98.5,98.31064,-0.18935999999999353,0.18936157
470,98.5,98.311,-0.18899999999999295,0.18900299
471,98.5,98.31097,-0.18903000000000247,0.18903351
472,98.5,98.31118,-0.18882000000000687,0.18881989
473,98.5,98.31115,-0.18885000000000218,0.1888504
474,98.5,98.31165,-0.1883499999999998,0.18834686
475,98.5,98.311295,-0.1887049999999988,0.18870544
476,98.5,98.311424,-0.18857599999999763,0.18857574
477,98.5,98.311325,-0.18867500000000348,0.18867493
478,98.5,98.31164,-0.18836000000000297,0.18836212
479,98.5,98.311745,-0.18825499999999806,0.18825531
480,98.5,98.31172,-0.188280000000006,0.1882782
481,98.5,98.31151,-0.1884900000000016,0.18849182
482,98.5,98.31134,-0.18865999999999872,0.18865967
483,98.5,98.3115,-0.18850000000000477,0.18849945
484,98.5,98.31179,-0.188209999999998,0.18820953
485,98.5,98.31155,-0.18845000000000312,0.18845367
486,98.5,98.311844,-0.18815600000000643,0.18815613
487,98.5,98.311775,-0.18822500000000275,0.18822479
488,98.5,98.3121,-0.18789999999999907,0.18789673
489,98.5,98.311806,-0.18819399999999575,0.18819427
490,98.5,98.31182,-0.18818000000000268,0.18817902
491,98.5,98.31207,-0.18792999999999438,0.18792725
492,98.5,98.31244,-0.18756000000000483,0.18756104
493,98.5,98.31271,-0.1872900000000044,0.18728638
494,98.5,98.31268,-0.1873199999999997,0.1873169
495,98.5,98.31273,-0.18726999999999805,0.18727112
496,98.5,98.31278,-0.1872199999999964,0.18721771
497,98.5,98.3132,-0.18680000000000518,0.1867981
498,98.5,98.312744,-0.18725600000000497,0.18725586
499,98.5,98.313156,-0.18684399999999357,0.18684387
500,98.5,98.31333,-0.18667000000000655,0.1866684
501,98.5,98.31362,-0.18637999999999977,0.18637848
502,98.5,98.313705,-0.1862950000000012,0.18629456
503,98.5,98.31385,-0.18614999999999782,0.1861496
504,98.5,98.31386,-0.18613999999999464,0.18614197
505,98.5,98.313995,-0.18600499999999442,0.18600464
506,98.5,98.31401,-0.18599000000000387,0.18598938
507,98.5,98.313965,-0.18603500000000395,0.18603516
508,98.5,98.314186,-0.18581399999999348,0.1858139
509,98.5,98.31446,-0.18554000000000315,0.18553925
510,98.5,98.3145,-0.18550000000000466,0.1855011
511,98.5,98.31466,-0.1853399999999965,0.18534088
512,98.5,98.31486,-0.18514000000000408,0.18514252
513,98.5,98.31451,-0.1854900000000015,0.18549347
514,98.5,98.314766,-0.18523399999999413,0.18523407
515,98.5,98.31488,-0.18511999999999773,0.18511963
516,98.5,98.314896,-0.1851039999999955,0.18510437
